PUMFID,ageGrp,sex,maritalStat,province,popCenter,eduLevel,feelRushed,extraTime,durSleep,durMealPrep,durEating,durAlone,durDriving,durWork,durShoolSite,durSchoolOnline,durStudy,mainStudy,mainJobHunting,mainWork,worked12m,workedWeek,enrollStat,dailyTexts,timeSlowDown,timeWorkaholic,timeNotFamFriends,timeWantAlone,province_fact,maritalStat_fact,eduLevel_fact
11804,6,1,1,12,1,7,1,2,495,0,105,135,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,NS,Married,"University certificate, diploma, degree above the BA level"
11805,3,1,6,24,1,6,1,6,300,0,15,1360,70,0,0,0,0,NA,NA,NA,1,1,NA,7,1,1,1,2,QC,"Single, never married",Bachelor's degree
11806,2,2,4,35,2,4,1,6,470,110,0,510,130,480,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,ON,Separated,"College, CEGEP, or other non-university certificate or dimploma"
11807,5,2,1,59,1,4,3,6,560,0,165,75,0,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2,BC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11808,4,1,1,48,1,3,1,4,350,0,115,530,165,555,0,0,0,NA,NA,NA,1,1,NA,4,2,1,1,2,AB,Married,Trade certificate or diploma
11809,7,2,1,35,2,2,2,5,435,120,115,645,20,0,0,0,0,NA,2,2,2,2,NA,8,1,1,1,2,ON,Married,High school diploma or equivalency
11810,3,2,2,24,1,3,4,3,585,40,60,60,100,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Living common-law,Trade certificate or diploma
11811,4,1,1,35,1,5,3,3,570,0,0,30,90,720,0,0,0,NA,NA,NA,1,1,2,6,2,1,2,2,ON,Married,University certificate or dimploma below the bachelor's level
11812,3,1,6,24,1,7,3,3,230,20,45,390,0,465,0,0,0,NA,NA,NA,1,1,1,1,1,2,1,2,QC,"Single, never married","University certificate, diploma, degree above the BA level"
11813,4,2,3,12,1,NA,6,6,630,90,0,1260,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,1,NS,Widowed,NA
11814,4,2,2,24,2,4,2,2,540,120,110,0,0,0,0,0,0,NA,1,1,1,2,NA,1,2,2,2,2,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11815,3,2,1,24,1,6,2,6,625,95,80,420,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,QC,Married,Bachelor's degree
11816,3,2,1,48,1,NA,3,1,600,120,30,0,30,0,0,0,0,NA,NA,NA,2,2,NA,1,1,2,2,2,AB,Married,NA
11817,6,2,1,47,1,4,3,3,420,225,120,180,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,SK,Married,"College, CEGEP, or other non-university certificate or dimploma"
11818,5,2,1,13,2,4,3,6,510,15,150,565,10,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,NB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11819,5,1,5,48,1,3,2,4,390,0,240,1050,20,500,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,AB,Divorced,Trade certificate or diploma
11820,1,2,6,24,1,1,1,1,495,0,75,735,0,0,295,0,65,NA,2,1,1,2,1,7,2,2,2,2,QC,"Single, never married",Less than high school dimploma or its equivalent
11821,7,2,1,48,1,2,4,1,430,0,15,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,AB,Married,High school diploma or equivalency
11822,2,2,2,24,1,1,2,2,420,30,105,355,120,495,0,0,0,NA,NA,NA,1,1,2,2,1,NA,2,2,QC,Living common-law,Less than high school dimploma or its equivalent
11823,2,1,6,35,1,4,2,2,435,0,60,855,0,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,ON,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11824,3,2,1,47,2,2,1,6,710,270,0,455,20,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,1,1,SK,Married,High school diploma or equivalency
11825,4,1,4,59,1,2,1,6,640,40,40,910,95,530,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,BC,Separated,High school diploma or equivalency
11826,5,2,5,59,1,2,5,6,675,0,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,BC,Divorced,High school diploma or equivalency
11827,5,2,1,13,2,7,3,6,465,0,0,105,45,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,NB,Married,"University certificate, diploma, degree above the BA level"
11828,3,1,1,46,2,1,6,6,750,0,0,570,0,0,0,0,0,NA,NA,2,2,2,NA,1,2,1,1,2,MB,Married,Less than high school dimploma or its equivalent
11829,4,2,1,35,1,2,5,3,490,105,0,270,30,555,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,ON,Married,High school diploma or equivalency
11830,5,2,1,46,1,2,2,3,120,90,160,440,335,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,MB,Married,High school diploma or equivalency
11831,1,1,6,47,2,2,6,1,360,0,55,1225,0,0,0,0,0,NA,2,2,2,2,NA,5,2,2,2,2,SK,"Single, never married",High school diploma or equivalency
11832,6,2,1,59,1,4,3,6,525,90,60,165,30,0,45,15,0,NA,2,2,2,2,NA,8,2,2,2,2,BC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11833,4,2,1,59,1,NA,2,4,735,60,60,470,95,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,BC,Married,NA
11834,2,2,1,47,1,5,1,2,585,105,90,30,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,SK,Married,University certificate or dimploma below the bachelor's level
11835,6,1,1,35,1,5,6,2,530,60,120,30,160,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,ON,Married,University certificate or dimploma below the bachelor's level
11836,4,1,6,35,1,2,3,4,510,10,25,1110,0,270,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,ON,"Single, never married",High school diploma or equivalency
11837,3,1,1,35,1,4,2,3,1320,0,0,120,0,0,0,0,0,NA,NA,NA,1,1,NA,NA,2,1,1,1,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
11838,6,2,6,24,1,7,2,2,570,0,150,1275,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,QC,"Single, never married","University certificate, diploma, degree above the BA level"
11839,5,1,1,13,1,2,1,3,480,30,90,330,220,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,NB,Married,High school diploma or equivalency
11840,5,2,1,46,2,2,1,3,600,150,30,325,40,0,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,1,MB,Married,High school diploma or equivalency
11841,1,2,6,24,1,2,3,2,585,120,165,400,20,0,0,0,0,1,2,1,1,2,1,6,2,2,1,2,QC,"Single, never married",High school diploma or equivalency
11842,4,2,1,13,1,5,1,6,640,45,60,75,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,1,NB,Married,University certificate or dimploma below the bachelor's level
11843,6,1,2,46,2,1,6,4,645,0,25,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,2,MB,Living common-law,Less than high school dimploma or its equivalent
11844,6,1,1,48,1,2,4,3,720,0,270,270,0,270,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,AB,Married,High school diploma or equivalency
11845,2,2,6,59,1,2,4,2,660,20,10,1440,40,0,0,0,0,NA,1,2,2,2,NA,4,2,2,1,2,BC,"Single, never married",High school diploma or equivalency
11846,5,1,6,11,3,1,6,4,480,0,135,1120,50,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,PEI,"Single, never married",Less than high school dimploma or its equivalent
11847,6,1,1,24,2,1,1,6,705,0,180,555,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Married,Less than high school dimploma or its equivalent
11848,6,2,5,35,1,3,3,2,480,35,35,1110,55,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Divorced,Trade certificate or diploma
11849,1,1,6,48,2,3,2,4,360,0,15,575,120,550,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,2,AB,"Single, never married",Trade certificate or diploma
11850,3,2,1,12,1,6,1,3,480,50,15,190,100,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NS,Married,Bachelor's degree
11851,4,2,1,24,1,NA,1,6,525,10,45,120,0,430,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,QC,Married,NA
11852,3,1,2,48,1,4,4,4,600,0,0,855,35,0,0,0,0,NA,NA,1,1,2,NA,2,2,1,2,1,AB,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11853,5,1,1,12,1,6,4,5,375,30,65,520,60,355,160,0,0,NA,NA,NA,1,1,2,8,2,2,2,1,NS,Married,Bachelor's degree
11854,1,1,6,12,1,1,3,2,680,0,40,985,0,0,0,0,0,NA,2,2,2,2,NA,7,2,2,2,2,NS,"Single, never married",Less than high school dimploma or its equivalent
11855,5,2,1,47,2,4,2,4,510,50,0,125,35,450,0,0,0,NA,2,1,1,2,NA,1,2,1,2,2,SK,Married,"College, CEGEP, or other non-university certificate or dimploma"
11856,7,1,1,24,2,3,6,6,600,0,155,0,30,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2,QC,Married,Trade certificate or diploma
11857,6,1,1,12,2,2,4,4,445,0,180,350,200,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,NS,Married,High school diploma or equivalency
11858,5,1,6,59,1,2,6,6,630,0,15,930,30,480,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,BC,"Single, never married",High school diploma or equivalency
11859,2,2,4,48,2,4,1,6,520,90,30,870,50,0,0,0,0,NA,2,1,1,2,1,5,2,2,1,1,AB,Separated,"College, CEGEP, or other non-university certificate or dimploma"
11860,5,1,1,48,1,4,1,4,420,0,0,555,0,480,0,0,0,NA,NA,NA,1,1,NA,6,2,1,1,2,AB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11861,4,2,1,35,1,2,2,6,420,50,30,240,120,405,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2,ON,Married,High school diploma or equivalency
11862,2,2,2,35,1,4,2,3,540,15,115,0,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,ON,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11863,5,1,1,48,2,4,1,6,305,120,0,650,0,0,0,0,0,NA,NA,NA,1,1,NA,8,1,1,1,2,AB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11864,3,1,1,10,2,3,1,4,600,20,120,185,20,0,0,0,0,NA,2,1,1,2,NA,1,1,2,2,1,NL,Married,Trade certificate or diploma
11865,5,1,3,46,1,2,1,2,550,0,0,375,30,345,0,0,0,NA,NA,NA,1,1,NA,3,1,2,1,2,MB,Widowed,High school diploma or equivalency
11866,5,2,1,35,1,2,2,1,540,0,30,1400,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,ON,Married,High school diploma or equivalency
11867,4,2,2,24,1,7,1,6,570,100,75,1175,85,0,0,0,0,NA,2,1,1,2,NA,2,2,2,1,1,QC,Living common-law,"University certificate, diploma, degree above the BA level"
11868,2,2,2,24,1,4,2,3,615,30,75,90,90,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11869,5,1,1,48,2,2,2,3,345,0,35,1060,20,0,0,0,0,NA,NA,NA,1,1,NA,8,1,1,2,2,AB,Married,High school diploma or equivalency
11870,2,1,6,48,1,3,1,2,735,0,30,1140,55,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,AB,"Single, never married",Trade certificate or diploma
11871,5,1,1,24,2,NA,1,6,465,0,60,555,0,0,0,0,0,NA,NA,NA,2,2,NA,8,1,1,2,2,QC,Married,NA
11872,4,2,2,48,2,4,2,2,445,60,45,195,15,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,AB,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11873,5,1,5,13,1,2,4,6,405,120,60,1120,20,0,0,0,0,NA,2,2,2,2,NA,1,1,2,1,1,NB,Divorced,High school diploma or equivalency
11874,4,1,5,10,2,3,6,4,465,55,80,1295,50,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2,NL,Divorced,Trade certificate or diploma
11875,2,1,2,10,1,6,2,4,540,100,0,40,40,490,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,NL,Living common-law,Bachelor's degree
11876,7,2,3,35,1,4,3,3,450,30,45,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Widowed,"College, CEGEP, or other non-university certificate or dimploma"
11877,5,2,1,35,1,6,1,6,450,0,45,715,185,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,1,ON,Married,Bachelor's degree
11878,5,1,5,24,2,1,4,4,540,90,50,1440,0,0,0,0,0,NA,1,2,2,2,NA,8,1,2,2,2,QC,Divorced,Less than high school dimploma or its equivalent
11879,1,1,6,12,2,1,2,2,660,0,105,1215,0,0,0,0,0,NA,2,1,1,2,NA,1,2,1,2,2,NS,"Single, never married",Less than high school dimploma or its equivalent
11880,6,1,1,24,1,6,6,2,540,0,105,200,90,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,QC,Married,Bachelor's degree
11881,2,2,6,35,1,7,3,6,450,30,0,915,150,525,0,0,0,NA,NA,NA,1,1,NA,2,1,2,2,2,ON,"Single, never married","University certificate, diploma, degree above the BA level"
11882,3,2,1,46,2,4,2,5,570,30,150,90,0,0,0,0,0,NA,NA,NA,1,1,2,2,2,2,1,1,MB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11883,4,2,1,24,1,6,2,6,600,75,180,90,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Married,Bachelor's degree
11884,2,1,6,10,1,NA,6,6,320,0,160,625,120,405,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NL,"Single, never married",NA
11885,5,2,1,35,1,6,3,4,535,15,15,80,215,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,ON,Married,Bachelor's degree
11886,3,1,1,12,2,2,2,3,420,0,30,540,0,540,0,0,0,NA,NA,NA,1,1,1,2,2,2,1,1,NS,Married,High school diploma or equivalency
11887,5,1,6,59,1,7,2,2,530,50,50,1440,0,555,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1,BC,"Single, never married","University certificate, diploma, degree above the BA level"
11888,3,1,1,24,1,6,1,4,465,0,30,120,60,540,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,1,QC,Married,Bachelor's degree
11889,2,2,6,35,1,4,3,4,530,90,0,70,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,1,ON,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11890,5,1,6,46,2,4,2,2,450,60,45,840,0,480,0,0,0,NA,NA,NA,1,1,NA,4,1,2,2,2,MB,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11891,4,1,1,35,1,4,2,5,450,35,30,355,20,500,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
11892,5,2,1,59,1,4,2,6,560,10,130,345,120,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,BC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11893,4,2,2,59,1,2,2,4,510,60,125,45,15,60,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,BC,Living common-law,High school diploma or equivalency
11894,3,2,1,59,1,6,3,3,485,60,20,215,0,370,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,BC,Married,Bachelor's degree
11895,3,1,2,47,1,4,1,6,600,30,30,25,35,450,0,0,0,NA,NA,NA,1,1,NA,4,2,2,2,2,SK,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11896,4,2,1,12,1,5,1,6,480,40,120,210,30,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1,NS,Married,University certificate or dimploma below the bachelor's level
11897,7,2,3,35,2,1,3,6,600,30,20,1380,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Widowed,Less than high school dimploma or its equivalent
11898,7,1,1,35,2,5,6,1,620,0,240,0,240,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Married,University certificate or dimploma below the bachelor's level
11899,1,1,6,13,1,NA,2,2,570,30,70,895,0,0,0,0,0,NA,NA,1,1,2,NA,7,2,2,1,2,NB,"Single, never married",NA
11900,4,2,5,11,3,7,1,6,600,15,65,480,0,305,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,PEI,Divorced,"University certificate, diploma, degree above the BA level"
11901,4,1,5,59,1,6,1,4,720,0,0,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,1,BC,Divorced,Bachelor's degree
11902,6,1,1,48,2,3,3,3,240,60,170,0,10,0,0,0,0,NA,2,1,1,2,NA,8,1,1,1,2,AB,Married,Trade certificate or diploma
11903,3,1,1,47,1,4,1,6,465,0,75,90,180,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1,SK,Married,"College, CEGEP, or other non-university certificate or dimploma"
11904,2,1,6,24,1,6,2,3,580,0,30,920,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,"Single, never married",Bachelor's degree
11905,4,1,1,24,1,6,3,2,525,90,60,15,0,480,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Married,Bachelor's degree
11906,7,2,3,13,2,1,6,1,630,50,100,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,NB,Widowed,Less than high school dimploma or its equivalent
11907,1,2,6,35,1,2,3,6,390,0,45,525,0,0,480,0,60,1,2,1,1,2,1,7,2,1,2,2,ON,"Single, never married",High school diploma or equivalency
11908,5,1,2,13,1,1,5,3,550,0,105,20,90,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2,NB,Living common-law,Less than high school dimploma or its equivalent
11909,4,2,1,10,2,2,2,6,660,90,75,140,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NL,Married,High school diploma or equivalency
11910,3,2,1,10,1,3,3,6,360,0,210,15,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,NL,Married,Trade certificate or diploma
11911,4,2,6,59,1,4,6,6,570,0,150,480,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,BC,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11912,4,1,1,12,1,6,1,1,380,0,60,225,20,380,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2,NS,Married,Bachelor's degree
11913,5,2,1,35,1,7,2,6,375,0,90,615,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,1,1,ON,Married,"University certificate, diploma, degree above the BA level"
11914,5,2,5,35,1,6,1,5,150,0,20,285,30,1155,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,ON,Divorced,Bachelor's degree
11915,3,1,3,24,2,3,1,6,480,90,75,1050,60,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,QC,Widowed,Trade certificate or diploma
11916,6,2,1,47,2,1,3,4,570,150,0,210,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,SK,Married,Less than high school dimploma or its equivalent
11917,3,1,6,24,1,7,2,3,390,0,40,925,35,515,0,0,0,NA,NA,NA,1,1,NA,2,1,1,2,2,QC,"Single, never married","University certificate, diploma, degree above the BA level"
11918,5,2,5,24,1,6,2,5,360,10,30,695,90,760,75,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,QC,Divorced,Bachelor's degree
11919,3,1,2,24,1,4,1,2,420,100,80,0,15,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11920,3,1,1,48,1,6,3,2,540,0,270,30,30,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,AB,Married,Bachelor's degree
11921,2,2,2,48,1,4,2,6,565,145,0,10,25,470,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,AB,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11922,5,1,2,48,1,5,1,6,480,0,75,410,50,475,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,AB,Living common-law,University certificate or dimploma below the bachelor's level
11923,2,1,6,46,1,5,2,3,570,0,20,1330,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,MB,"Single, never married",University certificate or dimploma below the bachelor's level
11924,1,2,6,35,1,6,1,4,475,0,105,155,155,505,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,ON,"Single, never married",Bachelor's degree
11925,7,1,3,12,2,1,6,1,405,20,135,1380,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,NS,Widowed,Less than high school dimploma or its equivalent
11926,5,2,1,24,1,2,1,6,900,180,120,0,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,1,2,QC,Married,High school diploma or equivalency
11927,6,2,1,59,1,7,3,2,540,105,30,345,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,BC,Married,"University certificate, diploma, degree above the BA level"
11928,1,2,2,24,1,2,3,2,690,10,55,610,0,360,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2,QC,Living common-law,High school diploma or equivalency
11929,5,2,5,47,1,1,5,2,450,0,0,705,30,720,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,SK,Divorced,Less than high school dimploma or its equivalent
11930,7,1,1,46,2,3,3,6,540,0,65,420,5,405,0,0,0,NA,2,1,1,2,NA,8,1,1,2,1,MB,Married,Trade certificate or diploma
11931,4,2,1,35,1,6,3,3,540,0,55,160,10,540,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,ON,Married,Bachelor's degree
11932,5,2,1,35,1,6,2,4,630,60,210,660,45,0,0,0,0,NA,2,1,1,2,NA,1,2,1,2,2,ON,Married,Bachelor's degree
11933,4,2,1,10,1,6,2,6,480,0,20,930,60,600,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NL,Married,Bachelor's degree
11934,5,1,2,24,2,2,1,6,495,0,100,760,40,570,0,0,0,NA,NA,NA,1,1,NA,8,NA,1,1,2,QC,Living common-law,High school diploma or equivalency
11935,6,2,2,24,1,2,1,6,415,75,85,855,60,425,0,0,0,NA,2,1,1,2,NA,1,1,2,1,1,QC,Living common-law,High school diploma or equivalency
11936,6,2,1,10,1,3,6,4,390,100,30,830,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,NL,Married,Trade certificate or diploma
11937,4,1,1,24,1,2,1,6,565,80,60,115,50,0,0,0,0,NA,1,2,2,2,NA,8,2,1,1,2,QC,Married,High school diploma or equivalency
11938,5,2,1,24,1,6,5,1,555,170,45,1015,60,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,QC,Married,Bachelor's degree
11939,3,1,1,35,1,6,2,4,520,0,30,280,210,0,0,0,0,NA,NA,NA,1,1,NA,2,1,2,1,1,ON,Married,Bachelor's degree
11940,5,1,5,48,1,7,1,6,540,0,180,840,180,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,2,AB,Divorced,"University certificate, diploma, degree above the BA level"
11941,7,2,3,10,2,2,1,3,570,90,240,1280,20,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,1,NL,Widowed,High school diploma or equivalency
11942,3,1,2,35,1,4,2,2,645,0,30,540,15,210,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,ON,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11943,3,2,4,35,1,4,2,6,300,0,30,520,20,620,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,ON,Separated,"College, CEGEP, or other non-university certificate or dimploma"
11944,4,1,6,24,2,1,6,6,600,30,90,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,QC,"Single, never married",Less than high school dimploma or its equivalent
11945,3,2,1,59,1,4,1,6,480,235,75,190,80,335,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,BC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11946,4,2,6,59,1,2,1,3,555,0,155,850,80,410,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,2,BC,"Single, never married",High school diploma or equivalency
11947,5,2,3,35,1,3,3,5,390,60,90,1340,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,1,ON,Widowed,Trade certificate or diploma
11948,7,2,3,24,1,1,6,6,600,0,120,1360,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Widowed,Less than high school dimploma or its equivalent
11949,5,2,1,35,1,4,2,1,630,20,510,20,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
11950,1,2,6,24,1,4,2,2,450,0,0,480,0,405,230,0,0,1,2,1,1,2,1,3,2,2,2,2,QC,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11951,5,1,1,12,1,6,4,6,540,0,185,745,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,NS,Married,Bachelor's degree
11952,4,2,1,48,1,3,6,6,480,0,95,40,0,480,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,AB,Married,Trade certificate or diploma
11953,5,2,1,24,1,4,2,4,210,20,30,125,20,0,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,QC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11954,1,2,6,59,1,2,1,3,380,0,80,580,0,0,160,0,655,1,2,1,1,2,1,7,2,1,2,2,BC,"Single, never married",High school diploma or equivalency
11955,4,2,1,35,1,7,2,2,480,0,240,510,0,210,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,ON,Married,"University certificate, diploma, degree above the BA level"
11956,5,2,2,35,2,1,1,6,430,30,60,230,170,0,0,0,0,NA,2,2,2,2,NA,1,1,1,1,1,ON,Living common-law,Less than high school dimploma or its equivalent
11957,5,2,1,47,2,2,1,6,270,45,85,285,110,0,0,0,0,NA,NA,NA,1,1,NA,2,1,2,1,2,SK,Married,High school diploma or equivalency
11958,6,2,3,11,3,4,6,2,510,0,175,570,70,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,PEI,Widowed,"College, CEGEP, or other non-university certificate or dimploma"
11959,2,1,6,12,1,6,2,5,540,30,105,1060,0,0,0,0,0,1,1,1,1,2,1,3,2,2,1,2,NS,"Single, never married",Bachelor's degree
11960,2,2,2,48,1,3,1,3,415,30,30,135,60,720,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,1,AB,Living common-law,Trade certificate or diploma
11961,5,1,6,35,1,4,6,1,530,0,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,ON,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11962,4,1,6,24,1,2,3,6,510,30,65,995,0,0,0,0,0,NA,NA,NA,1,1,NA,8,1,1,2,2,QC,"Single, never married",High school diploma or equivalency
11963,6,2,3,59,1,7,4,6,660,0,45,205,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,BC,Widowed,"University certificate, diploma, degree above the BA level"
11964,3,1,6,24,1,3,1,6,340,0,150,415,10,750,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,1,QC,"Single, never married",Trade certificate or diploma
11965,3,2,1,35,1,7,1,6,600,0,30,940,50,10,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,ON,Married,"University certificate, diploma, degree above the BA level"
11966,3,2,1,13,1,4,2,6,570,180,140,700,0,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,1,NB,Married,"College, CEGEP, or other non-university certificate or dimploma"
