PUMFID,AGEGR10,SEX,MARSTAT,PRV,LUC_RST,EHG_ALL,GTU_110,GTU_130,DUR01,DUR05,DUR06,DURS200,DURL313,DUR08,DUR13,DUR14,DUR15,MRW_20,MRW_30,MRW_40,MRW_D40A,MRW_D40B,EDM_02,TST_01,TCS_110,TCS_120,TCS_150,TCS_200
17008,3,2,6,24,1,6.0,2.0,3.0,480,55,80,390,80,430,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
17009,6,2,3,48,1,7.0,3.0,5.0,525,0,120,1125,30,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17010,5,1,1,24,1,3.0,3.0,1.0,910,95,90,500,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
17011,5,2,1,48,2,6.0,2.0,6.0,540,0,155,420,170,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
17012,5,2,1,13,2,4.0,2.0,5.0,490,45,30,810,70,365,0,0,0,,,,1,1,,7.0,2.0,1.0,1.0,1.0
17013,2,2,6,13,1,1.0,1.0,1.0,510,60,0,380,0,0,0,0,0,,2.0,2.0,2,2,,3.0,2.0,2.0,2.0,1.0
17014,6,1,1,10,2,3.0,2.0,5.0,495,15,130,290,60,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
17015,7,1,3,35,1,5.0,2.0,6.0,420,30,135,1440,0,705,0,0,0,,,,1,1,,3.0,1.0,1.0,2.0,2.0
17016,5,2,1,46,2,1.0,2.0,2.0,540,160,115,80,0,390,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,2.0
17017,5,1,6,46,1,4.0,1.0,1.0,940,45,10,1010,120,0,0,0,0,,,,1,1,,8.0,,2.0,2.0,2.0
17018,6,1,1,35,1,7.0,3.0,3.0,590,30,150,225,65,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17019,3,2,1,47,2,2.0,1.0,3.0,635,40,0,415,0,0,0,0,0,,,,1,1,,1.0,1.0,2.0,1.0,2.0
17020,3,1,2,10,1,2.0,6.0,5.0,330,290,0,460,90,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17021,2,2,2,24,1,4.0,1.0,6.0,390,105,180,0,35,0,0,0,0,,,,1,1,,5.0,2.0,2.0,1.0,1.0
17022,5,1,6,35,1,4.0,2.0,6.0,540,0,0,865,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
17023,3,1,4,24,1,7.0,1.0,6.0,500,30,55,470,70,510,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
17024,7,2,3,46,2,1.0,6.0,5.0,810,120,0,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,1.0
17025,4,1,5,24,2,6.0,2.0,4.0,455,0,30,195,180,510,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
17026,2,1,2,35,1,7.0,2.0,5.0,660,90,75,0,40,0,0,0,0,,,,1,1,,5.0,2.0,2.0,1.0,1.0
17027,7,1,1,35,1,6.0,6.0,6.0,720,20,20,465,0,0,0,0,0,,2.0,2.0,2,2,3.0,8.0,2.0,2.0,2.0,2.0
17028,5,2,5,11,3,4.0,3.0,2.0,455,0,60,15,480,0,0,0,0,,,,1,1,,3.0,2.0,1.0,2.0,2.0
17029,6,2,5,24,1,7.0,6.0,6.0,540,60,60,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17030,6,2,1,35,1,6.0,1.0,6.0,450,20,60,120,0,640,0,0,0,,,,1,1,,,2.0,2.0,1.0,2.0
17031,1,1,6,59,1,6.0,1.0,4.0,240,0,135,915,130,0,760,0,0,,,,1,1,2.0,7.0,2.0,1.0,2.0,2.0
17032,5,2,1,10,2,4.0,1.0,3.0,420,190,105,395,0,0,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,2.0
17033,2,1,6,35,1,2.0,2.0,5.0,555,80,20,1280,40,435,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17034,6,2,5,24,1,1.0,3.0,4.0,375,20,65,1290,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17035,5,2,3,46,1,2.0,1.0,6.0,405,0,150,630,0,584,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,1.0
17036,4,2,6,46,1,4.0,2.0,2.0,600,60,60,1440,0,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
17037,3,2,6,35,1,7.0,2.0,6.0,1210,25,60,1440,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
17038,2,1,6,47,1,2.0,3.0,4.0,590,0,0,1155,30,515,0,0,0,,,,1,1,,7.0,,2.0,2.0,2.0
17039,4,1,6,59,1,3.0,2.0,2.0,445,0,45,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17040,4,2,1,13,1,3.0,1.0,6.0,490,15,85,975,15,180,0,0,0,,2.0,1.0,1,2,,8.0,2.0,1.0,2.0,1.0
17041,4,1,1,48,2,3.0,1.0,6.0,360,40,30,160,60,720,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
17042,2,2,1,35,2,4.0,1.0,5.0,510,0,60,0,0,0,0,0,0,,,,1,1,,2.0,1.0,1.0,1.0,1.0
17043,7,1,3,24,1,6.0,4.0,4.0,600,20,120,1270,70,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
17044,3,1,1,35,1,7.0,1.0,6.0,640,0,100,1165,370,180,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,2.0
17045,6,2,3,12,1,2.0,6.0,4.0,600,30,90,1020,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,1.0,2.0
17046,5,1,1,11,3,1.0,3.0,6.0,330,75,30,610,20,380,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,2.0
17047,5,2,3,10,1,2.0,2.0,2.0,650,30,75,1440,0,0,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
17048,3,2,6,35,1,7.0,3.0,3.0,600,0,60,1440,0,0,0,0,0,,,2.0,2,2,,2.0,2.0,2.0,2.0,2.0
17049,2,1,1,59,1,7.0,2.0,2.0,530,25,45,175,0,0,170,0,90,1.0,2.0,1.0,1,2,1.0,1.0,2.0,2.0,1.0,2.0
17050,6,2,1,35,1,,2.0,1.0,930,140,65,0,0,0,0,0,0,,,,2,2,,,,,,
17051,2,2,1,47,1,2.0,3.0,4.0,570,60,60,0,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
17052,4,1,1,24,1,2.0,3.0,1.0,505,30,60,45,80,435,0,0,0,,,,1,1,,1.0,1.0,2.0,1.0,2.0
17053,7,2,1,13,1,1.0,3.0,5.0,500,130,75,950,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17054,1,1,6,24,1,1.0,3.0,2.0,710,0,60,940,0,0,0,0,60,1.0,2.0,2.0,2,2,1.0,1.0,2.0,2.0,2.0,2.0
17055,2,1,2,47,1,4.0,2.0,3.0,310,10,0,120,70,990,0,0,0,,,,1,1,2.0,1.0,1.0,1.0,1.0,2.0
17056,4,2,6,12,1,2.0,3.0,3.0,555,0,60,660,25,780,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
17057,1,1,6,12,1,4.0,1.0,6.0,540,0,0,540,0,450,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
17058,4,2,1,24,2,6.0,1.0,6.0,475,10,45,340,0,420,0,270,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
17059,6,2,1,59,1,2.0,5.0,5.0,300,125,65,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17060,4,1,1,10,2,7.0,1.0,5.0,335,0,770,130,20,275,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
17061,4,2,1,48,2,3.0,2.0,2.0,540,45,30,50,0,0,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
17062,6,2,3,24,2,1.0,6.0,6.0,510,30,90,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17063,4,2,1,35,1,4.0,1.0,6.0,525,10,70,300,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17064,4,2,4,35,1,7.0,1.0,6.0,315,0,110,540,60,670,0,0,0,,,,1,1,,7.0,2.0,1.0,1.0,2.0
17065,5,1,2,11,3,7.0,3.0,6.0,660,120,30,330,30,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17066,5,1,1,35,2,5.0,6.0,4.0,540,90,90,30,60,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
17067,2,1,1,47,1,6.0,2.0,2.0,640,30,0,35,35,575,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
17068,3,2,2,35,1,,1.0,6.0,310,0,20,595,65,160,0,0,0,,,,2,2,,2.0,2.0,1.0,1.0,1.0
17069,6,1,1,24,2,2.0,6.0,6.0,545,10,60,400,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
17070,7,1,3,35,1,6.0,4.0,1.0,450,30,90,1440,40,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17071,7,1,1,35,2,1.0,6.0,6.0,525,0,70,0,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17072,3,1,1,48,2,3.0,1.0,3.0,510,90,60,645,60,0,0,0,0,,,,1,1,,2.0,1.0,1.0,2.0,2.0
17073,2,2,2,35,1,4.0,3.0,1.0,420,0,0,0,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,,2.0,1.0
17074,4,2,1,48,1,6.0,2.0,4.0,520,550,45,170,45,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,1.0
17075,2,1,1,10,2,6.0,2.0,1.0,530,0,0,185,50,300,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
17076,1,2,6,24,1,1.0,1.0,2.0,410,0,120,610,0,0,150,0,120,1.0,1.0,2.0,2,2,1.0,5.0,1.0,1.0,2.0,2.0
17077,5,1,6,13,2,6.0,2.0,4.0,450,0,245,805,5,440,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17078,7,1,3,13,2,1.0,6.0,6.0,480,0,180,1230,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17079,3,2,6,24,1,3.0,2.0,4.0,400,50,0,560,55,375,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
17080,4,1,1,10,1,2.0,2.0,3.0,480,30,30,80,50,545,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,1.0
17081,2,2,1,48,1,6.0,2.0,5.0,515,75,55,35,45,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,1.0,1.0
17082,4,1,1,35,1,4.0,1.0,6.0,440,75,90,230,35,0,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
17083,4,1,1,10,2,1.0,6.0,1.0,630,30,40,0,30,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
17084,2,1,1,24,1,4.0,2.0,3.0,330,15,180,195,105,575,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17085,6,2,1,35,1,2.0,4.0,3.0,520,30,120,20,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
17086,7,1,1,24,1,1.0,6.0,6.0,555,0,75,990,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,,1.0
17087,7,2,1,24,2,1.0,5.0,3.0,525,75,120,225,50,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
17088,2,2,6,35,1,6.0,2.0,3.0,465,0,0,1125,100,495,0,0,0,,,,1,1,,2.0,,2.0,2.0,1.0
17089,5,2,4,24,1,1.0,2.0,6.0,480,0,55,665,20,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17090,7,2,1,35,1,7.0,3.0,6.0,575,60,100,675,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17091,7,1,1,35,1,2.0,4.0,6.0,510,90,150,0,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
17092,5,2,2,59,1,2.0,1.0,4.0,525,10,60,90,90,540,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
17093,4,1,1,59,1,6.0,1.0,4.0,510,0,150,660,0,0,0,0,0,,2.0,1.0,1,2,,2.0,1.0,1.0,1.0,2.0
17094,4,2,3,35,1,6.0,1.0,4.0,510,30,150,960,100,0,0,0,0,,,,1,1,,4.0,2.0,1.0,2.0,2.0
17095,3,1,6,35,1,7.0,2.0,5.0,540,0,40,1440,0,545,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17096,3,1,6,11,3,3.0,1.0,6.0,825,15,75,1180,75,0,0,0,0,,,,1,1,,,2.0,1.0,2.0,2.0
17097,1,1,6,35,1,2.0,6.0,3.0,510,0,0,620,70,0,90,0,0,2.0,1.0,2.0,2,2,2.0,4.0,1.0,2.0,2.0,2.0
17098,5,1,3,48,1,3.0,6.0,6.0,60,45,0,1440,15,1225,0,0,0,,,,1,1,,2.0,2.0,1.0,2.0,2.0
17099,6,1,1,35,1,7.0,2.0,2.0,605,70,50,190,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
17100,6,1,1,24,1,6.0,4.0,3.0,520,60,180,120,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,1.0
17101,5,1,5,59,1,6.0,2.0,1.0,520,25,65,1365,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17102,6,2,1,47,2,4.0,3.0,3.0,450,75,165,480,90,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
17103,6,2,1,35,1,2.0,3.0,6.0,500,45,20,560,300,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,1.0,1.0,2.0
17104,4,1,1,35,1,4.0,2.0,4.0,630,140,0,900,10,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17105,6,1,5,35,1,2.0,4.0,3.0,780,0,60,1350,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17106,2,2,1,47,1,2.0,1.0,6.0,825,30,0,30,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,1.0,1.0,2.0
17107,6,1,1,35,1,4.0,1.0,4.0,780,30,105,0,300,0,0,0,0,,2.0,2.0,1,2,,1.0,1.0,2.0,2.0,2.0
17108,5,2,4,35,1,4.0,1.0,6.0,510,90,0,1250,80,240,0,0,0,,,,1,1,,5.0,2.0,2.0,2.0,2.0
17109,6,1,1,59,1,5.0,2.0,2.0,510,195,180,60,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
17110,5,2,5,35,2,4.0,1.0,6.0,390,0,30,1010,70,390,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,
17111,5,1,5,48,2,7.0,6.0,1.0,480,60,105,1380,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
17112,5,2,3,10,2,3.0,5.0,6.0,480,45,235,1170,10,210,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
17113,7,2,1,13,1,3.0,6.0,6.0,630,240,135,45,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
17114,1,2,6,35,1,1.0,1.0,3.0,725,0,20,735,0,0,410,0,0,1.0,1.0,2.0,2,2,1.0,7.0,1.0,1.0,1.0,1.0
17115,6,1,1,48,1,4.0,6.0,4.0,560,0,90,410,50,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
17116,2,1,1,35,2,3.0,1.0,4.0,300,100,40,690,0,190,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
17117,6,2,5,35,1,4.0,6.0,6.0,540,0,90,1110,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
